17,bad
16,bother
,bother
,bother
,bother
1,bother
2,bottom
3,broke
4,crack
5,crap
6,hard
7,horribl
8,junk
9,no problem
10,no trouble 
11,problem
12,sever
13,snug
14,sturdi
15,terribl
16,useless
17,worst
