1,avoid
2,bewar
3,bother
4,bottom
5,break
6,broke
8,confus
9,crack
10,crap
11,crawl
12,difficult
13,drop
14,embarrass
15,fail
16,hate
17,horribl
18,lose
19,sever
20,slow
21,snug
22,terribl
23,unintellig
24,unreli
25,useless
26,whine
27,worst
